Playing Time,,,,Performance,,,,,,,,Expected,,,,Progression,,,Per 90 Minutes,,,,,,,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG-90,npxG-90,xAG-90,npxG+xAG-90,PrgC-90,PrgP-90,PrgR-90,Gls-90,Ast-90,G+A-90,G-PK-90,G+A-PK-90,xG-90,xAG-90,xG+xAG-90,npxG-90,npxG+xAG-90,Matches
345,Gisele Thompson,us USA,"DF,FW",Angel City,18,2005,15,10,882,9.8,0,1,1,0,0,0,1,0,0.3,0.3,1.6,1.9,33,35,56,0,0.1,0.1,0,0.1,0.03,0.16,0.19,0.03,0.19,Matches
346,Kaitlyn Torpey,au AUS,DF,Wave,23,2000,14,4,520,5.8,0,0,0,0,0,0,2,0,0.2,0.2,0.4,0.7,8,39,26,0,0,0,0,0,0.04,0.07,0.11,0.04,0.11,Matches
347,Taryn Torres,us USA,"DF,MF",Gotham FC,24,1999,12,1,164,1.8,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,2,4,6,0,0,0,0,0,0.03,0.01,0.05,0.03,0.05,Matches
348,Cameron Tucker,us USA,"FW,MF",Royals,24,1999,18,3,564,6.3,1,0,1,1,0,0,2,0,1.4,1.4,0.4,1.8,20,11,30,0.16,0,0.16,0.16,0.16,0.22,0.07,0.29,0.22,0.29,Matches
349,Reilyn Turner,us USA,FW,Louisville,21,2002,16,7,733,8.1,4,2,6,4,0,0,1,0,3.6,3.6,0.8,4.4,10,7,51,0.49,0.25,0.74,0.49,0.74,0.44,0.1,0.54,0.44,0.54,Matches
350,Reilyn Turner,us USA,FW,Thorns,21,2002,6,1,188,2.1,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,1,1,20,0,0,0,0,0,0.16,0.03,0.19,0.16,0.19,Matches
351,Olivia Van der Jagt,us USA,MF,Reign,24,1999,15,7,769,8.5,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.5,2,23,5,0,0,0,0,0,0.03,0.03,0.06,0.03,0.06,Matches
352,Kiki Van Zanten,jm JAM,"FW,MF",Dash,22,2001,4,1,113,1.3,0,0,0,0,0,0,1,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0.04,0.04,0,0.04,Matches
353,Michele Vasconcelos,us USA,"FW,MF",Royals,29,1994,14,2,262,2.9,0,1,1,0,0,0,0,0,0.3,0.3,0.4,0.7,5,8,15,0,0.34,0.34,0,0.34,0.09,0.15,0.24,0.09,0.24,Matches
354,Mary Vignola,us USA,"DF,FW",Angel City,25,1998,17,10,827,9.2,1,2,3,1,0,0,0,0,1,1,2.1,3.1,42,33,51,0.11,0.22,0.33,0.11,0.33,0.11,0.23,0.34,0.11,0.34,Matches
355,Viviana Villacorta,us USA,"MF,DF",Pride,24,1999,3,1,71,0.8,0,0,0,0,0,0,0,0,0,0,0,0.1,0,1,1,0,0,0,0,0,0.05,0.06,0.11,0.05,0.11,Matches
356,Cortnee Vine,au AUS,"FW,MF",Courage,25,1998,4,2,233,2.6,1,0,1,1,0,0,0,0,0.6,0.6,0.2,0.7,8,4,19,0.39,0,0.39,0.39,0.39,0.22,0.06,0.28,0.22,0.28,Matches
357,Olivia Wade-Katoa,us USA,MF,Thorns,24,1999,5,0,37,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,Matches
358,Ally Watt,us USA,"FW,MF",Pride,26,1997,22,9,887,9.9,3,1,4,3,0,0,1,0,4.6,4.6,1.1,5.7,31,17,72,0.3,0.1,0.41,0.3,0.41,0.46,0.12,0.58,0.46,0.58,Matches
359,Dani Weatherholt,us USA,"DF,MF",Courage,29,1994,21,8,840,9.3,1,0,1,1,0,0,0,0,1.3,1.3,0.1,1.3,5,29,19,0.11,0,0.11,0.11,0.11,0.14,0.01,0.14,0.14,0.14,Matches
360,Morgan Weaver,us USA,"FW,MF",Thorns,26,1997,14,11,933,10.4,4,0,4,4,0,0,0,0,4.3,4.3,1.4,5.7,29,41,106,0.39,0,0.39,0.39,0.39,0.42,0.14,0.56,0.42,0.56,Matches
361,McKenzie Weinert,,"FW,MF",Reign,,,4,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0.15,0,0.15,0.15,0.15,Matches
362,Kennedy Wesley,us USA,DF,Wave,22,2001,13,12,"1,007",11.2,1,0,1,1,0,0,1,0,0.5,0.5,0.1,0.6,11,42,1,0.09,0,0.09,0.09,0.09,0.04,0.01,0.05,0.04,0.05,Matches
363,Amanda West,ca CAN,"FW,MF",Dash,22,2001,16,6,730,8.1,1,1,2,1,0,0,0,0,1.9,1.9,0.6,2.5,21,18,42,0.12,0.12,0.25,0.12,0.25,0.23,0.08,0.31,0.23,0.31,Matches
364,Christen Westphal,us USA,DF,Wave,30,1993,15,8,729,8.1,0,0,0,0,0,0,1,0,0,0,0.6,0.6,20,40,18,0,0,0,0,0,0,0.07,0.07,0,0.07,Matches
365,Ellie Wheeler,us USA,"DF,MF",Current,22,2001,23,14,"1,429",15.9,1,0,1,1,0,0,2,0,0.5,0.5,0.6,1.2,26,36,60,0.06,0,0.06,0.06,0.06,0.03,0.04,0.07,0.03,0.07,Matches
366,Kate Wiesner,us USA,"DF,FW",Spirit,22,2001,15,5,518,5.8,1,0,1,1,0,0,2,0,0.6,0.6,0.3,0.9,5,22,21,0.17,0,0.17,0.17,0.17,0.1,0.06,0.16,0.1,0.16,Matches
367,Ryan Williams,us USA,DF,Courage,27,1996,25,25,"2,237",24.9,0,0,0,0,0,0,3,1,0.1,0.1,2.4,2.5,62,151,110,0,0,0,0,0,0,0.1,0.1,0,0.1,Matches
368,Sophia Wilson,us USA,"FW,MF",Thorns,23,2000,19,18,"1,548",17.2,12,6,18,10,2,2,3,1,9.8,8.2,3.7,11.9,91,44,167,0.7,0.35,1.05,0.58,0.93,0.57,0.21,0.78,0.48,0.69,Matches
369,Olivia Wingate,us USA,FW,Courage,23,2000,10,1,360,4,2,2,4,2,0,0,0,0,1.9,1.9,1.8,3.7,15,7,50,0.5,0.5,1,0.5,1,0.47,0.46,0.92,0.47,0.92,Matches
370,Mackenzie Wood,us USA,GK,Red Stars,23,2000,3,2,209,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
371,Lily Woodham,wls WAL,DF,Reign,23,2000,8,5,388,4.3,0,0,0,0,0,0,0,0,0,0,0.4,0.4,4,13,21,0,0,0,0,0,0,0.09,0.09,0,0.09,Matches
372,Arin Wright,us USA,DF,Louisville,31,1992,22,21,"1,809",20.1,0,0,0,0,0,0,1,1,0.3,0.3,0.5,0.8,12,73,9,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,Matches
373,Summer Yates,us USA,"MF,FW",Pride,23,2000,25,17,"1,327",14.7,5,2,7,4,1,1,0,0,5.1,4.3,3.4,7.7,23,43,50,0.34,0.14,0.47,0.27,0.41,0.35,0.23,0.58,0.29,0.52,Matches
374,Katie Zelem,eng ENG,MF,Angel City,28,1996,10,8,744,8.3,0,1,1,0,0,0,2,0,0.5,0.5,0.8,1.3,4,40,10,0,0.12,0.12,0,0.12,0.06,0.1,0.16,0.06,0.16,Matches
375,McCall Zerboni,us USA,"MF,FW",Gotham FC,37,1986,13,0,168,1.9,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches
376,Claudia Zornoza,es ESP,MF,Royals,33,1990,10,10,844,9.4,2,3,5,1,1,1,1,0,2.1,1.3,3.6,4.9,11,57,13,0.21,0.32,0.53,0.11,0.43,0.22,0.39,0.61,0.14,0.53,Matches
